alert_level,h_band_0_high,h_band_0_low,h_band_0_type,h_band_0_unit,h_band_1_high,h_band_1_low,h_band_1_type,h_band_1_unit,h_band_2_high,h_band_2_low,h_band_2_type,h_band_2_unit,h_band_3_high,h_band_3_low,h_band_3_type,h_band_3_unit,h_band_4_high,h_band_4_low,h_band_4_type,h_band_4_unit,h_band_5_high,h_band_5_low,h_band_5_type,h_band_5_unit,h_band_6_high,h_band_6_low,h_band_6_type,h_band_6_unit,hs_band_0_high,hs_band_0_low,hs_band_0_type,hs_band_0_unit,hs_band_1_high,hs_band_1_low,hs_band_1_type,hs_band_1_unit,ownship_alt,ownship_gs,ownship_lat,ownship_lon,ownship_track,ownship_vs,time,traffic_alt,traffic_gs,traffic_id,traffic_lat,traffic_lon,traffic_track,traffic_vs,v_band_0_high,v_band_0_low,v_band_0_type,v_band_0_unit,v_band_1_high,v_band_1_low,v_band_1_type,v_band_1_unit,v_band_2_high,v_band_2_low,v_band_2_type,v_band_2_unit,vs_band_0_high,vs_band_0_low,vs_band_0_type,vs_band_0_unit,vs_band_1_high,vs_band_1_low,vs_band_1_type,vs_band_1_unit,vs_band_2_high,vs_band_2_low,vs_band_2_type,vs_band_2_unit
Warning,5.677935389425451,0.0,RECOVERY,,194.67793538942544,5.677935389425451,NEAR,,360.0,194.67793538942544,RECOVERY,,,,,,,,,,,,,,,,,,700.0,10.0,RECOVERY,,,,,,4997.6528887777395,117.724198635763,44.997894924137455,44.987646124500955,14.67793538945839,3.3884633538992137,0,4994.779097456175,149.3991486970289,AC1,45.00792394271976,45.0093016780356,269.0371074259132,-5.421899480962567,16500.0,100.0,NEAR,,50000.0,16500.0,RECOVERY,,,,,,2567.020345255742,-6000.0,NEAR,,6000.0,2567.020345255742,RECOVERY,,,,,
Warning,5.677935389425451,0.0,RECOVERY,,194.67793538942544,5.677935389425451,NEAR,,360.0,194.67793538942544,RECOVERY,,,,,,,,,,,,,,,,,,700.0,10.0,RECOVERY,,,,,,4991.491028939363,124.63871775994153,44.99846039425556,44.98742298805264,356.653750479011,1.4060348490964338,1,4981.866989849127,147.42057895563912,AC1,45.00787586754227,45.00820305185473,267.4663943185358,6.725269868005515,16500.0,100.0,NEAR,,50000.0,16500.0,RECOVERY,,,,,,2567.020345255742,-6000.0,NEAR,,6000.0,2567.020345255742,RECOVERY,,,,,
Warning,5.677935389425451,0.0,RECOVERY,,194.67793538942544,5.677935389425451,NEAR,,360.0,194.67793538942544,RECOVERY,,,,,,,,,,,,,,,,,,700.0,10.0,RECOVERY,,,,,,5001.3146184098405,122.40387082644361,44.99909455609245,44.98735614966661,353.41467061253456,6.495864962983178,2,5000.069304389978,150.7958435451375,AC1,45.007890134125496,45.00726943006608,267.36606345762885,-3.6579223691851865,16500.0,100.0,NEAR,,50000.0,16500.0,RECOVERY,,,,,,2567.020345255742,-6000.0,NEAR,,6000.0,2567.020345255742,RECOVERY,,,,,
Warning,176.56837114738565,0.0,NEAR,,349.4146706125333,176.56837114738565,RECOVERY,,360.0,349.4146706125333,NEAR,,,,,,,,,,,,,,,,,,700.0,10.0,RECOVERY,,,,,,5002.537310978987,119.44218757771739,44.999646988919864,44.987278636515086,356.5683711472834,-0.9923696506735513,3,5001.6479518685455,154.5912776460125,AC1,45.00795240425931,45.00618531475959,270.69359461906424,6.020004320550477,16299.999999999998,100.0,RECOVERY,,16599.999999999996,16299.999999999998,NEAR,,50000.0,16599.999999999996,RECOVERY,,-1695.3483564318055,-6000.0,RECOVERY,,2678.713575390386,-1695.3483564318055,NEAR,,6000.0,2678.713575390386,RECOVERY,
Warning,176.56837114738565,0.0,NEAR,,346.5683711473856,176.56837114738565,RECOVERY,,360.0,346.5683711473856,NEAR,,,,,,,,,,,,,,,,,,700.0,10.0,RECOVERY,,,,,,4996.908692883173,122.02565519618197,45.00012365214135,44.98708705940508,347.749308169119,3.1682376837211463,4,5004.218997770147,150.36189572197452,AC1,45.00789086335999,45.00521472292372,269.00202464251527,-0.7940515946699156,16299.999999999998,100.0,RECOVERY,,16599.999999999996,16299.999999999998,NEAR,,50000.0,16599.999999999996,RECOVERY,,-1695.3483564318055,-6000.0,RECOVERY,,2678.713575390386,-1695.3483564318055,NEAR,,6000.0,2678.713575390386,RECOVERY,
Warning,176.56837114738565,0.0,NEAR,,346.5683711473856,176.56837114738565,RECOVERY,,360.0,346.5683711473856,NEAR,,,,,,,,,,,,,,,,,,700.0,10.0,RECOVERY,,,,,,4994.892504282457,120.55009129989885,45.00067236440286,44.986932376520556,341.1290427621487,-0.2168017012044396,5,5002.073630521216,149.07157088427238,AC1,45.0079031479062,45.004302773776416,272.67201051150914,0.2852912809513384,50000.0,100.0,RECOVERY,,,,,,,,,,-2342.6775002370946,-6000.0,RECOVERY,,2678.713575390386,-2342.6775002370946,NEAR,,6000.0,2678.713575390386,RECOVERY,
Warning,176.56837114738565,0.0,NEAR,,335.74930816908386,176.56837114738565,RECOVERY,,360.0,335.74930816908386,NEAR,,,,,,,,,,,,,,,,,,231.46674293228637,10.0,NEAR,,700.0,231.46674293228637,RECOVERY,,4998.4424279551695,121.64900293772386,45.001194662636394,44.986727375136205,342.4542761194029,8.25933049949828,6,5005.13545706246,147.7283010979888,AC1,45.00789567540678,45.00325666051619,267.68670137607387,0.469475441273361,50000.0,100.0,RECOVERY,,,,,,,,,,-2342.6775002370946,-6000.0,RECOVERY,,3225.8524605311545,-2342.6775002370946,NEAR,,6000.0,3225.8524605311545,RECOVERY,
Warning,310.73306752855916,0.0,NEAR,,334.4542761194077,310.73306752855916,RECOVERY,,360.0,334.4542761194077,NEAR,,,,,,,,,,,,,,,,,,249.33062963631266,10.0,NEAR,,700.0,249.33062963631266,RECOVERY,,5007.292131480866,121.25331085514067,45.001640901487896,44.98629074281427,331.7330675284699,0.324155177139138,7,4996.097620197598,152.98349632260397,AC1,45.00796502868577,45.002283553034275,269.15049122439115,1.0085146124975761,50000.0,100.0,RECOVERY,,,,,,,,,,2863.810074239993,-6000.0,NEAR,,6000.0,2863.810074239993,RECOVERY,,,,,
Warning,310.73306752855916,0.0,NEAR,,326.082404423768,310.73306752855916,RECOVERY,,360.0,326.082404423768,NEAR,,,,,,,,,,,,,,,,,,243.49720630850416,10.0,NEAR,,700.0,243.49720630850416,RECOVERY,,4987.175030439875,120.12134129141866,45.002156425817006,44.98603488858168,332.0824044237634,-2.755739813643698,8,4994.661147405748,149.97497231537497,AC1,45.007873714337485,45.00135462644078,269.1563975085798,0.9178893985365534,50000.0,100.0,RECOVERY,,,,,,,,,,-2342.6775002370946,-6000.0,RECOVERY,,3225.8524605311545,-2342.6775002370946,NEAR,,6000.0,3225.8524605311545,RECOVERY,
Warning,303.22734334357244,0.0,NEAR,,310.22734334357244,303.22734334357244,RECOVERY,,310.73306752855916,310.22734334357244,NEAR,,326.082404423768,310.73306752855916,RECOVERY,,360.0,326.082404423768,NEAR,,,,,,,,,,243.49720630850416,10.0,NEAR,,700.0,243.49720630850416,RECOVERY,,4989.096667481577,120.38340087601227,45.00257096394685,44.985337074823356,319.2273433435483,4.9727073213513755,9,5003.111325891118,151.3765429967316,AC1,45.00792323412465,45.000345273622884,269.34063470093287,0.3890681744328609,50000.0,100.0,RECOVERY,,,,,,,,,,2978.879393966809,-6000.0,NEAR,,6000.0,2978.879393966809,RECOVERY,,,,,
