alert_level,h_band_0_high,h_band_0_low,h_band_0_type,h_band_0_unit,h_band_1_high,h_band_1_low,h_band_1_type,h_band_1_unit,h_band_2_high,h_band_2_low,h_band_2_type,h_band_2_unit,h_band_3_high,h_band_3_low,h_band_3_type,h_band_3_unit,h_band_4_high,h_band_4_low,h_band_4_type,h_band_4_unit,hs_band_0_high,hs_band_0_low,hs_band_0_type,hs_band_0_unit,hs_band_1_high,hs_band_1_low,hs_band_1_type,hs_band_1_unit,hs_band_2_high,hs_band_2_low,hs_band_2_type,hs_band_2_unit,ownship_alt,ownship_gs,ownship_lat,ownship_lon,ownship_track,ownship_vs,time,traffic_alt,traffic_gs,traffic_id,traffic_lat,traffic_lon,traffic_track,traffic_vs,v_band_0_high,v_band_0_low,v_band_0_type,v_band_0_unit,v_band_1_high,v_band_1_low,v_band_1_type,v_band_1_unit,v_band_2_high,v_band_2_low,v_band_2_type,v_band_2_unit,vs_band_0_high,vs_band_0_low,vs_band_0_type,vs_band_0_unit,vs_band_1_high,vs_band_1_low,vs_band_1_type,vs_band_1_unit,vs_band_2_high,vs_band_2_low,vs_band_2_type,vs_band_2_unit
Warning,2.7897650559481315,0.0,RECOVERY,,191.78976505594812,2.7897650559481315,NEAR,,360.0,191.78976505594812,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,,,,,,,,,4985.103495583017,118.65989656910989,44.985183516571865,45.00117227695427,11.789765055898137,1.9466814678650322,0,5000.003769055745,148.6484191749531,AC1,44.99617853256247,45.02382235913227,265.4136721548266,7.407804047204434,16299.999999999998,100.0,RECOVERY,,50000.0,16299.999999999998,NEAR,,,,,,-1416.7949866407334,-6000.0,RECOVERY,,6000.0,-1416.7949866407334,NEAR,,,,,
Warning,2.7897650559481315,0.0,RECOVERY,,191.78976505594812,2.7897650559481315,NEAR,,360.0,191.78976505594812,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,,,,,,,,,5015.89461529722,121.63684963495545,44.98563363089398,45.001175461012835,356.1168132819016,3.2761163367620094,1,4993.074626562536,148.50568634744963,AC1,44.996159202378706,45.02287132077785,268.29022684924405,-2.777114920098568,16299.999999999998,100.0,RECOVERY,,50000.0,16299.999999999998,NEAR,,,,,,-1416.7949866407334,-6000.0,RECOVERY,,6000.0,-1416.7949866407334,NEAR,,,,,
Warning,2.7897650559481315,0.0,RECOVERY,,191.78976505594812,2.7897650559481315,NEAR,,360.0,191.78976505594812,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,,,,,,,,,5004.846179106671,121.71874211175289,44.98628037738678,45.00102358923066,358.0886091402565,1.0360475702369745,2,5005.797624599935,147.09835723860965,AC1,44.996200110015444,45.02185476855116,272.5156445684577,5.53111007633788,16299.999999999998,100.0,RECOVERY,,50000.0,16299.999999999998,NEAR,,,,,,-1416.7949866407334,-6000.0,RECOVERY,,6000.0,-1416.7949866407334,NEAR,,,,,
Warning,191.78976505594812,0.0,NEAR,,350.1168132818295,191.78976505594812,RECOVERY,,360.0,350.1168132818295,NEAR,,,,,,,,,,700.0,10.0,RECOVERY,,,,,,,,,,4989.740856816562,122.71017070210605,44.98681688539945,45.0010153097832,359.6373511534047,3.9138292874583627,3,4992.072101221798,149.40736195058182,AC1,44.99620084763922,45.020884485064165,271.2122019209444,1.956989642737178,16299.999999999998,100.0,RECOVERY,,50000.0,16299.999999999998,NEAR,,,,,,-1896.0536279061118,-6000.0,RECOVERY,,3370.4388361138463,-1896.0536279061118,NEAR,,6000.0,3370.4388361138463,RECOVERY,
Warning,176.11681328182948,0.0,NEAR,,340.088609140219,176.11681328182948,RECOVERY,,360.0,340.088609140219,NEAR,,,,,,,,,,161.44311880247977,10.0,RECOVERY,,176.44311880247977,161.44311880247977,NEAR,,700.0,176.44311880247977,RECOVERY,,5010.189349135188,122.394836585562,44.987316069359295,45.000785578578444,343.61967948161487,-1.788086482123784,4,5020.617478523971,150.37108697647614,AC1,44.99620381588118,45.01988646699681,270.1740607895294,6.617537819283983,16299.999999999998,100.0,RECOVERY,,50000.0,16299.999999999998,NEAR,,,,,,-1896.0536279061118,-6000.0,RECOVERY,,3370.4388361138463,-1896.0536279061118,NEAR,,6000.0,3370.4388361138463,RECOVERY,
Warning,163.6196794816182,0.0,NEAR,,335.6373511533946,163.6196794816182,RECOVERY,,360.0,335.6373511533946,NEAR,,,,,,,,,,237.9165275346523,10.0,NEAR,,700.0,237.9165275346523,RECOVERY,,,,,,5010.453819833066,120.02314876408018,44.9878822186423,45.00046688966566,335.81985840507815,2.7892701769804047,5,4997.476493081648,151.64136103635653,AC1,44.99624455240696,45.0189513740177,268.60242169263853,9.500773640643779,16299.999999999998,100.0,RECOVERY,,50000.0,16299.999999999998,NEAR,,,,,,-1351.9855279771257,-6000.0,RECOVERY,,6000.0,-1351.9855279771257,NEAR,,,,,
Warning,155.81985840514483,0.0,NEAR,,325.61967948161816,155.81985840514483,RECOVERY,,360.0,325.61967948161816,NEAR,,,,,,,,,,237.9165275346523,10.0,NEAR,,700.0,237.9165275346523,RECOVERY,,,,,,4999.907370590125,122.2146234682397,44.98840075102563,45.00004696130942,329.6157735289907,-7.193563471738987,6,5001.6088465603525,148.5470478766465,AC1,44.99620713995875,45.01790131413846,268.3600901854249,0.9862709776404952,16299.999999999998,100.0,RECOVERY,,50000.0,16299.999999999998,NEAR,,,,,,-1351.9855279771257,-6000.0,RECOVERY,,6000.0,-1351.9855279771257,NEAR,,,,,
Warning,155.81985840514483,0.0,NEAR,,322.40946400413566,155.81985840514483,RECOVERY,,360.0,322.40946400413566,NEAR,,,,,,,,,,237.9165275346523,10.0,NEAR,,700.0,237.9165275346523,RECOVERY,,,,,,4987.539086236388,121.66089757268458,44.98882471555698,44.9997152219797,322.4094640041161,2.0550269916462165,7,5013.490206284181,152.3584085081884,AC1,44.99621963758387,45.01694924062694,270.2535089061235,1.2893449016012737,16399.999999999996,100.0,RECOVERY,,50000.0,16399.999999999996,NEAR,,,,,,-1351.9855279771257,-6000.0,RECOVERY,,6000.0,-1351.9855279771257,NEAR,,,,,
Warning,149.61577352898817,0.0,NEAR,,317.61577352898814,149.61577352898817,RECOVERY,,360.0,317.61577352898814,NEAR,,,,,,,,,,253.3063353086744,10.0,NEAR,,700.0,253.3063353086744,RECOVERY,,,,,,4987.240324350101,118.62702809493058,44.98909360236084,44.99903089620445,317.39847061563205,3.1977878577451087,8,4996.800448097511,148.35220848311184,AC1,44.996106588375866,45.015877545689065,273.50042645611285,0.25279550224618835,50000.0,100.0,RECOVERY,,,,,,,,,,-1895.4671276287063,-6000.0,RECOVERY,,6000.0,-1895.4671276287063,NEAR,,,,,
Warning,137.39847061557637,0.0,NEAR,,243.90948268317578,137.39847061557637,RECOVERY,,313.40946400413566,243.90948268317578,NEAR,,317.61577352898814,313.40946400413566,RECOVERY,,360.0,317.61577352898814,NEAR,,270.59249388280585,10.0,NEAR,,700.0,270.59249388280585,RECOVERY,,,,,,4970.774518540769,122.07400840717516,44.98954891248231,44.998441581769875,308.90948268322495,3.393775340096983,9,5014.454981138066,146.77243361871308,AC1,44.9962294321343,45.014964992851816,271.9791887620573,1.1851341495752556,50000.0,100.0,RECOVERY,,,,,,,,,,-2131.933988169882,-6000.0,RECOVERY,,6000.0,-2131.933988169882,NEAR,,,,,
