alert_level,h_band_0_high,h_band_0_low,h_band_0_type,h_band_0_unit,h_band_1_high,h_band_1_low,h_band_1_type,h_band_1_unit,h_band_2_high,h_band_2_low,h_band_2_type,h_band_2_unit,h_band_3_high,h_band_3_low,h_band_3_type,h_band_3_unit,h_band_4_high,h_band_4_low,h_band_4_type,h_band_4_unit,hs_band_0_high,hs_band_0_low,hs_band_0_type,hs_band_0_unit,hs_band_1_high,hs_band_1_low,hs_band_1_type,hs_band_1_unit,hs_band_2_high,hs_band_2_low,hs_band_2_type,hs_band_2_unit,ownship_alt,ownship_gs,ownship_lat,ownship_lon,ownship_track,ownship_vs,time,traffic_alt,traffic_gs,traffic_id,traffic_lat,traffic_lon,traffic_track,traffic_vs,v_band_0_high,v_band_0_low,v_band_0_type,v_band_0_unit,v_band_1_high,v_band_1_low,v_band_1_type,v_band_1_unit,v_band_2_high,v_band_2_low,v_band_2_type,v_band_2_unit,vs_band_0_high,vs_band_0_low,vs_band_0_type,vs_band_0_unit,vs_band_1_high,vs_band_1_low,vs_band_1_type,vs_band_1_unit,vs_band_2_high,vs_band_2_low,vs_band_2_type,vs_band_2_unit
None,79.56611515541688,0.0,NEAR,,269.0974623038417,79.56611515541688,NONE,,360.0,269.0974623038417,NEAR,,,,,,,,,,700.0,10.0,NONE,,,,,,,,,,5000.6320871905455,119.5454345771184,44.992238481223445,44.96838486019339,256.7529093260964,8.563389625576018,20,5011.859081058866,151.15157611481163,AC1,45.000790572439286,44.98367784837337,272.96388096111247,-1.99753853161042,50000.0,100.0,NONE,,,,,,,,,,6000.0,-6000.0,NONE,,,,,,,,,
None,79.56611515541688,0.0,NEAR,,265.8334850028215,79.56611515541688,NONE,,360.0,265.8334850028215,NEAR,,,,,,,,,,700.0,10.0,NONE,,,,,,,,,,5002.155459652279,119.51958019699848,44.991969515750185,44.96761817579641,260.83348500280687,2.9725410767169747,21,4970.06730949377,149.8995127784206,AC1,45.00081614368554,44.9826427577171,269.47323580574755,-0.6036926878359226,50000.0,100.0,NONE,,,,,,,,,,6000.0,-6000.0,NONE,,,,,,,,,
None,79.56611515541688,0.0,NEAR,,265.8334850028215,79.56611515541688,NONE,,360.0,265.8334850028215,NEAR,,,,,,,,,,700.0,10.0,NONE,,,,,,,,,,5000.8767847454355,119.51531615392113,44.99202527757135,44.96681081886285,259.44864362703635,-0.6160439653590911,22,4999.069498518395,149.7186815699685,AC1,45.00079135733919,44.98165754984592,267.3292966724066,-2.1667997898547626,50000.0,100.0,NONE,,,,,,,,,,6000.0,-6000.0,NONE,,,,,,,,,
None,79.44864362698773,0.0,NEAR,,265.8334850028215,79.44864362698773,NONE,,360.0,265.8334850028215,NEAR,,,,,,,,,,700.0,10.0,NONE,,,,,,,,,,5014.792613876674,123.9052511367088,44.99179983822757,44.9660331740192,257.5192567716703,-4.24404291265627,23,5003.399473018902,148.11006516154458,AC1,45.00078054158589,44.980583559682955,273.5516125570371,2.095877842706195,50000.0,100.0,NONE,,,,,,,,,,6000.0,-6000.0,NONE,,,,,,,,,
None,80.8334850028215,0.0,NEAR,,265.8334850028215,80.8334850028215,NONE,,360.0,265.8334850028215,NEAR,,,,,,,,,,700.0,10.0,NONE,,,,,,,,,,5002.744473669166,117.46549907023615,44.99175744913057,44.96531779596208,262.0504311506398,7.325648997971648,24,4997.394510602905,149.20715483720397,AC1,45.00080581750885,44.97974147118823,270.0348968504195,-2.818201599316405,50000.0,100.0,NONE,,,,,,,,,,6000.0,-6000.0,NONE,,,,,,,,,
None,81.17152837840298,0.0,NEAR,,264.17152837840297,81.17152837840298,NONE,,360.0,264.17152837840297,NEAR,,,,,,,,,,184.0119532475785,10.0,NEAR,,700.0,184.0119532475785,NONE,,,,,,4994.373027506432,122.95837226828776,44.99166579993636,44.96461304845048,261.17152837844486,4.130941947597895,25,4995.747439955762,151.30187968455732,AC1,45.00076896227351,44.97864227156652,267.7691773046632,8.631603133063543,50000.0,100.0,NONE,,,,,,,,,,6000.0,-6000.0,NONE,,,,,,,,,
None,81.17152837840298,0.0,NEAR,,264.17152837840297,81.17152837840298,NONE,,360.0,264.17152837840297,NEAR,,,,,,,,,,183.39720997546897,10.0,NEAR,,700.0,183.39720997546897,NONE,,,,,,4975.344910403282,120.06989873240467,44.99136577743661,44.963616619813806,260.4682742317444,-5.850467966581764,26,5006.121148205482,149.66159223020423,AC1,45.000716018462896,44.977741237780165,266.9273066101902,-9.912220460735275,50000.0,100.0,NONE,,,,,,,,,,6000.0,-6000.0,NONE,,,,,,,,,
None,81.17152837840298,0.0,NEAR,,264.17152837840297,81.17152837840298,NONE,,360.0,264.17152837840297,NEAR,,,,,,,,,,183.39720997546897,10.0,NEAR,,700.0,183.39720997546897,NONE,,,,,,5011.384512537374,117.33505134994905,44.9913316202259,44.962942875755544,259.8636981624347,-0.49783971949441036,27,4995.45768926931,150.23293424091193,AC1,45.00073925301942,44.9767756424539,270.1665944684517,2.5881820177556847,50000.0,100.0,NONE,,,,,,,,,,6000.0,-6000.0,NONE,,,,,,,,,
None,80.46827423177453,0.0,NEAR,,264.17152837840297,80.46827423177453,NONE,,360.0,264.17152837840297,NEAR,,,,,,,,,,183.39720997546897,10.0,NEAR,,700.0,183.39720997546897,NONE,,,,,,5002.9699572957725,119.50726773079379,44.99134558649953,44.96221455661503,259.10266910926595,5.439768803732584,28,5000.68575356635,149.78458774380024,AC1,45.00076317238826,44.975896886485884,272.16535981068847,-5.360792224284333,50000.0,100.0,NONE,,,,,,,,,,6000.0,-6000.0,NONE,,,,,,,,,
None,79.86369816241427,0.0,NEAR,,266.86369816241427,79.86369816241427,NONE,,360.0,266.86369816241427,NEAR,,,,,,,,,,700.0,10.0,NONE,,,,,,,,,,5032.816079452971,119.63040139531917,44.99120432071985,44.96142438155909,259.4284612098295,-2.500643307924623,29,4990.880995862757,151.02666365790998,AC1,45.00082580256779,44.97479950883336,269.8116803244169,-0.6301621380554137,50000.0,100.0,NONE,,,,,,,,,,6000.0,-6000.0,NONE,,,,,,,,,
None,79.42846120976189,0.0,NEAR,,267.4284612097619,79.42846120976189,NONE,,360.0,267.4284612097619,NEAR,,,,,,,,,,700.0,10.0,NONE,,,,,,,,,,5003.003600833954,118.67387133580509,44.991064187595235,44.96078655304711,257.0610079022534,0.04436111750690821,30,5009.791064567188,149.41717948887126,AC1,45.00074708206733,44.97378302255441,271.05714592033064,-2.0956093826963675,50000.0,100.0,NONE,,,,,,,,,,6000.0,-6000.0,NONE,,,,,,,,,
