alert_level,h_band_0_high,h_band_0_low,h_band_0_type,h_band_0_unit,hs_band_0_high,hs_band_0_low,hs_band_0_type,hs_band_0_unit,ownship_alt,ownship_gs,ownship_lat,ownship_lon,ownship_track,ownship_vs,time,traffic_alt,traffic_gs,traffic_id,traffic_lat,traffic_lon,traffic_track,traffic_vs,v_band_0_high,v_band_0_low,v_band_0_type,v_band_0_unit
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4656.151861110673,178.65059961494313,44.99888430261917,45.03831055146612,245.82196653976587,-257,0,4664.685409279908,100.16486020994952,AC1,44.98171096237144,45.00914747247078,19.50568869280855,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4651.868527777339,178.65059961494313,44.99727235655553,45.03975747645939,245.74986080636643,-257,1,4659.985409279908,100.16486020994952,AC1,44.98254615400548,45.00748044188487,19.445062811379064,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4647.5851944440055,178.65059961494313,44.99765884840714,45.03663620933465,245.6775932991588,-257,2,4655.285409279908,100.16486020994952,AC1,44.98197629896486,45.009394577802,19.384596491823665,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4643.301861110672,178.65059961494313,44.996895635783275,45.03815099327751,245.60516411216958,-257,3,4650.585409279908,100.16486020994952,AC1,44.98115614582859,45.00867270256509,19.324289579736842,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4639.018527777338,178.65059961494313,44.99663461179298,45.032981994601414,245.53257334313804,-257,4,4645.885409279908,100.16486020994952,AC1,44.98257429695066,45.010733504076576,19.264141920298485,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4634.735194444004,178.65059961494313,44.998445368693694,45.034953574713086,245.45982109425864,-257,5,4641.1854092799085,100.16486020994952,AC1,44.982357777350025,45.01119058475897,19.204153355270822,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4630.4518611106705,178.65059961494313,44.997212182372685,45.03341650460082,245.38690747342048,-257,6,4636.485409279909,100.16486020994952,AC1,44.9841551726855,45.010345909748324,19.14432372367934,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4626.168527777337,178.65059961494313,44.99477484590771,45.03179257364662,245.31383258980262,-257,7,4631.785409279909,100.16486020994952,AC1,44.98469068946767,45.00976937221865,19.08465286326844,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4621.885194444003,178.65059961494313,44.99511543778386,45.03410855139393,245.24059655948918,-257,8,4627.085409279909,100.16486020994952,AC1,44.982775285683104,45.01377097583131,19.025140609246144,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4617.601861110669,178.65059961494313,44.99469086700568,45.02854228777402,245.16719950267992,-257,9,4622.385409279909,100.16486020994952,AC1,44.985198049503154,45.010773074511384,18.965786793095486,-282,50000.0,100.0,RECOVERY,
