alert_level,h_band_0_high,h_band_0_low,h_band_0_type,h_band_0_unit,h_band_1_high,h_band_1_low,h_band_1_type,h_band_1_unit,h_band_2_high,h_band_2_low,h_band_2_type,h_band_2_unit,hs_band_0_high,hs_band_0_low,hs_band_0_type,hs_band_0_unit,ownship_alt,ownship_gs,ownship_lat,ownship_lon,ownship_track,ownship_vs,time,traffic_alt,traffic_gs,traffic_id,traffic_lat,traffic_lon,traffic_track,traffic_vs,v_band_0_high,v_band_0_low,v_band_0_type,v_band_0_unit
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4656.151861110673,178.65059961494313,45.01363916729633,45.00743962915012,245.82196653976587,-257,0,4664.685409279908,100.16486020994952,AC1,44.99813043578634,44.98194721000942,19.50568869280855,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4651.868527777339,178.65059961494313,45.01396801533411,45.00845912797048,245.74990044278564,-257,1,4659.985409279908,100.16486020994952,AC1,44.99936766048245,44.98360201566355,19.445100200782036,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4647.5851944440055,178.65059961494313,45.01378949464856,45.005012435220145,245.67767274791106,-257,2,4655.285409279908,100.16486020994952,AC1,44.99857783875623,44.98268388773661,19.38467107464656,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4643.301861110672,178.65059961494313,45.01364886109113,45.003844248131344,245.60528355052463,-257,3,4650.585409279908,100.16486020994952,AC1,45.000050734174124,44.981971967103945,19.324401161242832,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4639.018527777338,178.65059961494313,45.01207871538255,45.002836085766894,245.5327329469024,-257,4,4645.885409279908,100.16486020994952,AC1,45.00070153816207,44.98270821275517,19.26429030513887,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4634.735194444004,178.65059961494313,45.01258658018402,44.99956944910256,245.4600210393693,-257,5,4641.1854092799085,100.16486020994952,AC1,45.00007507779824,44.98425301495003,19.204338348260606,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4630.4518611106705,178.65059961494313,45.0111902970513,44.99989085987455,245.38714793481927,-257,6,4636.485409279909,100.16486020994952,AC1,45.00242973257752,44.98518915523629,19.144545129873677,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4626.168527777337,178.65059961494313,45.01068881922717,44.99869833331662,245.31411374342062,-257,7,4631.785409279909,100.16486020994952,AC1,45.00151897229752,44.98456351590627,19.084910488732323,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4621.885194444003,178.65059961494313,45.01161123222176,44.99862605768508,245.2409185820275,-257,8,4627.085409279909,100.16486020994952,AC1,45.001779018145605,44.98264750151585,19.025434259102767,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4617.601861110669,178.65059961494313,45.010444305312056,44.996219953509886,245.16756256882482,-257,9,4622.385409279909,100.16486020994952,AC1,45.00171975675075,44.98327720504394,18.966116274182347,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4613.3185277773355,178.65059961494313,45.00875531478199,44.99566105061909,245.09404582855922,-257,10,4617.685409279909,100.16486020994952,AC1,45.00395773084202,44.98446753446555,18.906956364113213,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4609.035194444002,178.65059961494313,45.01115912652227,44.99554292180182,245.02036848994152,-257,11,4612.98540927991,100.16486020994952,AC1,45.00367168569013,44.98443496544461,18.847954357614782,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4604.751861110668,178.65059961494313,45.010102739657434,44.99469039751748,244.94653068514378,-257,12,4608.28540927991,100.16486020994952,AC1,45.00416474478814,44.98012323532684,18.78911008156425,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4600.468527777334,178.65059961494313,45.01106716954295,44.99194888451957,244.87253255317438,-257,13,4603.58540927991,100.16486020994952,AC1,45.002950096462726,44.98674659082577,18.730423358479857,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4596.185194444,178.65059961494313,45.00944580205663,44.99183640514671,244.79837423588884,-257,14,4598.88540927991,100.16486020994952,AC1,45.00470539232782,44.98632946309089,18.67189401005583,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4591.901861110667,178.65059961494313,45.01018483386039,44.99219635684251,244.72405587942643,-257,15,4594.18540927991,100.16486020994952,AC1,45.00511014730518,44.98400224125403,18.613521855786598,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4587.618527777333,178.65059961494313,45.00840656880084,44.98769322920554,244.64957763559994,-257,16,4589.4854092799105,100.16486020994952,AC1,45.005576102001946,44.98548738498932,18.55530671468243,-282,50000.0,100.0,RECOVERY,
Warning,64.79837423590308,0.0,RECOVERY,,248.79837423590308,64.79837423590308,NEAR,,360.0,248.79837423590308,RECOVERY,,700.0,10.0,RECOVERY,,4583.335194443999,178.65059961494313,45.008943630147776,44.98973065760165,244.57493965954887,-257,17,4584.785409279911,100.16486020994952,AC1,45.00723400754935,44.98736753359638,18.497248400676114,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4579.051861110665,178.65059961494313,45.00801434642925,44.986756081146105,244.5001421139188,-257,18,4580.085409279911,100.16486020994952,AC1,45.005175621201026,44.98693502096405,18.439346727931614,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,NEAR,,,,,,,,,,700.0,10.0,NEAR,,4574.768527777332,178.65059961494313,45.007238795675875,44.98673192846122,244.42518516316997,-257,19,4575.385409279911,100.16486020994952,AC1,45.007888212020134,44.985993725374605,18.381601507382282,-282,50000.0,100.0,NEAR,
Warning,360.0,0.0,NEAR,,,,,,,,,,700.0,10.0,NEAR,,4570.485194443998,178.65059961494313,45.00876449322823,44.98577025479971,244.35006897771189,-257,20,4570.685409279911,100.16486020994952,AC1,45.007682216880305,44.98631696536078,18.32401254752614,-282,50000.0,100.0,NEAR,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4566.201861110664,178.65059961494313,45.00521762817671,44.98173866791347,244.27479373170598,-257,21,4565.985409279911,100.16486020994952,AC1,45.00807863447408,44.98798735136265,18.266579655683245,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4561.91852777733,178.65059961494313,45.0052498957505,44.984496513982165,244.19935960300697,-257,22,4561.285409279912,100.16486020994952,AC1,45.0084646188228,44.987298013835,18.20930263669437,-282,50000.0,100.0,RECOVERY,
