alert_level,h_band_0_high,h_band_0_low,h_band_0_type,h_band_0_unit,h_band_1_high,h_band_1_low,h_band_1_type,h_band_1_unit,h_band_2_high,h_band_2_low,h_band_2_type,h_band_2_unit,hs_band_0_high,hs_band_0_low,hs_band_0_type,hs_band_0_unit,hs_band_1_high,hs_band_1_low,hs_band_1_type,hs_band_1_unit,ownship_alt,ownship_gs,ownship_lat,ownship_lon,ownship_track,ownship_vs,time,traffic_alt,traffic_gs,traffic_id,traffic_lat,traffic_lon,traffic_track,traffic_vs,v_band_0_high,v_band_0_low,v_band_0_type,v_band_0_unit
Warning,65.82196653977292,0.0,RECOVERY,,262.8219665397729,65.82196653977292,NEAR,,360.0,262.8219665397729,RECOVERY,,700.0,10.0,RECOVERY,,,,,,4656.151861110673,178.65059961494313,45.00030607363135,45.021377702522955,245.82196653976587,-257,0,4664.685409279908,100.16486020994952,AC1,44.98515591956023,44.99508052550389,19.50568869280855,-282,50000.0,100.0,RECOVERY,
Warning,65.82196653977292,0.0,RECOVERY,,262.8219665397729,65.82196653977292,NEAR,,360.0,262.8219665397729,RECOVERY,,700.0,10.0,RECOVERY,,,,,,4651.868527777339,178.65059961494313,45.002774249724744,45.02328554155016,245.74986997610273,-257,1,4659.985409279908,100.16486020994952,AC1,44.98545511203676,44.99701503381345,19.445073065934857,-282,50000.0,100.0,RECOVERY,
Warning,65.82196653977292,0.0,RECOVERY,,259.67761168055824,65.82196653977292,NEAR,,360.0,259.67761168055824,RECOVERY,,700.0,10.0,RECOVERY,,,,,,4647.5851944440055,178.65059961494313,45.0013436399431,45.02169387637276,245.67761168056126,-257,2,4655.285409279908,100.16486020994952,AC1,44.98666640234537,44.9948513642847,19.384616946424952,-282,50000.0,100.0,RECOVERY,
Warning,65.82196653977292,0.0,RECOVERY,,253.60519174476315,65.82196653977292,NEAR,,360.0,253.60519174476315,RECOVERY,,700.0,10.0,RECOVERY,,,,,,4643.301861110672,178.65059961494313,45.00222913107694,45.01948565793536,245.6051917447781,-257,3,4650.585409279908,100.16486020994952,AC1,44.98699654529296,44.99799735968633,19.324320181353237,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,,,,,4639.018527777338,178.65059961494313,45.00160506176176,45.01935012335462,245.53261026852823,-257,4,4645.885409279908,100.16486020994952,AC1,44.989302178857066,44.998665117227965,19.26418261521437,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,,,,,4634.735194444004,178.65059961494313,45.000349911240114,45.017770771560635,245.45986735280198,-257,5,4641.1854092799085,100.16486020994952,AC1,44.9873650279237,44.99783961118928,19.204204090115056,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,,,,,4630.4518611106705,178.65059961494313,44.9991372978746,45.01582657536287,245.38696310482288,-257,6,4636.485409279909,100.16486020994952,AC1,44.989234178551996,44.99719811477483,19.144384446094215,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,,,,,4626.168527777337,178.65059961494313,44.99918571676263,45.01533436319774,245.3138976353764,-257,7,4631.785409279909,100.16486020994952,AC1,44.98972882438039,44.996908651375215,19.084723519426376,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,,,,,4621.885194444003,178.65059961494313,44.99905369654048,45.012609233553704,245.24067106089262,-257,8,4627.085409279909,100.16486020994952,AC1,44.98949263645659,44.99719278819039,19.025221145147473,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,,,,,4617.601861110669,178.65059961494313,44.99991643039159,45.0117012929676,245.16728350026196,-257,9,4622.385409279909,100.16486020994952,AC1,44.98877101347631,44.9997549472509,18.96587715599422,-282,50000.0,100.0,RECOVERY,
