alert_level,h_band_0_high,h_band_0_low,h_band_0_type,h_band_0_unit,hs_band_0_high,hs_band_0_low,hs_band_0_type,hs_band_0_unit,ownship_alt,ownship_gs,ownship_lat,ownship_lon,ownship_track,ownship_vs,time,traffic_alt,traffic_gs,traffic_id,traffic_lat,traffic_lon,traffic_track,traffic_vs,v_band_0_high,v_band_0_low,v_band_0_type,v_band_0_unit
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4656.151861110673,178.65059961494313,45.01554231076934,45.03026006681657,245.82196653976587,-257,0,4664.685409279908,100.16486020994952,AC1,44.99671008475033,45.00628494522821,19.50568869280855,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4651.868527777339,178.65059961494313,45.0154971571101,45.028120555125064,245.74990098857091,-257,1,4659.985409279908,100.16486020994952,AC1,44.99693541559589,45.00198567609232,19.44509668690573,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4647.5851944440055,178.65059961494313,45.01281067882854,45.02892335433546,245.67767384311554,-257,2,4655.285409279908,100.16486020994952,AC1,44.996707148312396,45.003259242476915,19.38466406472955,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4643.301861110672,178.65059961494313,45.01466854403317,45.0267688976551,245.60528519568703,-257,3,4650.585409279908,100.16486020994952,AC1,44.99722952007535,45.003282283799464,19.324390674617394,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4639.018527777338,178.65059961494313,45.01187722466959,45.02454037663324,245.53273514544057,-257,4,4645.885409279908,100.16486020994952,AC1,44.99810352240102,45.00561662767736,19.264276360279172,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4634.735194444004,178.65059961494313,45.011581812181134,45.02535111609696,245.46002379343923,-257,5,4641.1854092799085,100.16486020994952,AC1,44.998117071910016,45.003471836627625,19.20432096350063,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4630.4518611106705,178.65059961494313,45.011936689259215,45.02316112921594,245.38715124689278,-257,6,4636.485409279909,100.16486020994952,AC1,44.99861532813488,45.00484164180753,19.14452432399524,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4626.168527777337,178.65059961494313,45.01191876892802,45.02260369905677,245.31411761615146,-257,7,4631.785409279909,100.16486020994952,AC1,45.001191806605576,45.0061969599786,19.08488627946359,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4621.885194444003,178.65059961494313,45.01133457953351,45.025143566397546,245.2409230169805,-257,8,4627.085409279909,100.16486020994952,AC1,45.00173676437347,45.005873301663804,19.02540666474806,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4617.601861110669,178.65059961494313,45.011338148076966,45.02033797569864,245.16756756917394,-257,9,4622.385409279909,100.16486020994952,AC1,45.001718814358114,45.006887913652626,18.966085312524292,-282,50000.0,100.0,RECOVERY,
