alert_level,h_band_0_high,h_band_0_low,h_band_0_type,h_band_0_unit,hs_band_0_high,hs_band_0_low,hs_band_0_type,hs_band_0_unit,ownship_alt,ownship_gs,ownship_lat,ownship_lon,ownship_track,ownship_vs,time,traffic_alt,traffic_gs,traffic_id,traffic_lat,traffic_lon,traffic_track,traffic_vs,v_band_0_high,v_band_0_low,v_band_0_type,v_band_0_unit
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4656.151861110673,178.65059961494313,45.005013878445695,45.01917466625692,245.82196653976587,-257,0,4664.685409279908,100.16486020994952,AC1,44.990476155105604,44.99330063777286,19.50568869280855,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4651.868527777339,178.65059961494313,45.00504044790901,45.0237879224085,245.74987755448825,-257,1,4659.985409279908,100.16486020994952,AC1,44.99009792658398,44.99011714852186,19.445083329993814,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4647.5851944440055,178.65059961494313,45.0036153312722,45.02110522792452,245.67762686989153,-257,2,4655.285409279908,100.16486020994952,AC1,44.99045457232155,44.99223900042114,19.38463742165076,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4643.301861110672,178.65059961494313,45.00339895839611,45.0197788656544,245.60521457991672,-257,3,4650.585409279908,100.16486020994952,AC1,44.99334749630225,44.99198315497971,19.32435081321254,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4639.018527777338,178.65059961494313,45.00274454585377,45.017325541330294,245.5326407818548,-257,4,4645.885409279908,100.16486020994952,AC1,44.99305967774029,44.996355412708105,19.26422335102257,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4634.735194444004,178.65059961494313,45.0039729085956,45.015941250220074,245.45990557992894,-257,5,4641.1854092799085,100.16486020994952,AC1,44.994346132451405,44.993133803322124,19.204254875202004,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4630.4518611106705,178.65059961494313,45.00242289457696,45.018210353901836,245.38700907765397,-257,6,4636.485409279909,100.16486020994952,AC1,44.99239635468952,44.99275615732897,19.144445226986562,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4626.168527777337,178.65059961494313,45.004293739045416,45.01470573722586,245.3139513884634,-257,7,4631.785409279909,100.16486020994952,AC1,44.99268812353877,44.99401151845872,19.084794243979943,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4621.885194444003,178.65059961494313,45.00272225083281,45.01492087401956,245.24073262714987,-257,8,4627.085409279909,100.16486020994952,AC1,44.994479484619426,44.99362491099359,19.025301759355546,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4617.601861110669,178.65059961494313,45.00137926642026,45.01474978062106,245.16735291350932,-257,9,4622.385409279909,100.16486020994952,AC1,44.99487148299585,44.996128054365506,18.96596760720476,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4613.3185277773355,178.65059961494313,45.00260668498056,45.012876764054035,245.0938123719608,-257,10,4617.685409279909,100.16486020994952,AC1,44.99460349262803,44.99403983611443,18.9067916168616,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4609.035194444002,178.65059961494313,45.00123961221234,45.011670515279704,245.020111129921,-257,11,4612.98540927991,100.16486020994952,AC1,44.99401032034505,44.99463432607733,18.84777361789281,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4604.751861110668,178.65059961494313,45.001131955890166,45.01143673717321,244.9462493220202,-257,12,4608.28540927991,100.16486020994952,AC1,44.99694992504767,44.9948806379939,18.788913434739456,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4600.468527777334,178.65059961494313,45.0014055583784,45.00757085112538,244.87222708602243,-257,13,4603.58540927991,100.16486020994952,AC1,44.99690849600909,44.993916166755795,18.730210891863372,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4596.185194444,178.65059961494313,45.000003983496335,45.010424991840964,244.79804456343527,-257,14,4598.88540927991,100.16486020994952,AC1,44.99797177715165,44.997139542746396,18.67166581064593,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4591.901861110667,178.65059961494313,44.99977388847631,45.009167816164265,244.72370190229998,-257,15,4594.18540927991,100.16486020994952,AC1,44.99669510055845,44.99542539659935,18.613278011421095,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4587.618527777333,178.65059961494313,44.99938769762481,45.0067637682873,244.6491992543788,-257,16,4589.4854092799105,100.16486020994952,AC1,44.9971342136934,44.99623660342123,18.5550473107284,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4583.335194443999,178.65059961494313,44.99845098254297,45.00706206599347,244.57453677535625,-257,17,4584.785409279911,100.16486020994952,AC1,44.99818606887337,44.997086272066156,18.496973523572677,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4579.051861110665,178.65059961494313,44.998754211177435,45.004493057840605,244.49971462508245,-257,18,4580.085409279911,100.16486020994952,AC1,44.997087442191294,44.99526767946906,18.439056462750273,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4574.768527777332,178.65059961494313,44.99752607929942,45.00378633612624,244.4247329700069,-257,19,4575.385409279911,100.16486020994952,AC1,44.99819121811422,44.99667480447421,18.381295940615683,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4570.485194443998,178.65059961494313,44.99777131589451,44.999444897570186,244.34959197968783,-257,20,4570.685409279911,100.16486020994952,AC1,44.99869843275733,44.99831285851599,18.3236917643486,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4566.201861110664,178.65059961494313,44.99561777008447,45.002767344227024,244.27429183021135,-257,21,4565.985409279911,100.16486020994952,AC1,45.0011734999379,44.99733496442673,18.266243742344116,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4561.91852777733,178.65059961494313,44.99778920812377,45.00097197718474,244.19883270077602,-257,22,4561.285409279912,100.16486020994952,AC1,44.999170095762324,44.997842922908795,18.20895167896151,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4557.635194443997,178.65059961494313,44.99607193860476,44.99812233060197,244.1232147753951,-257,23,4556.585409279912,100.16486020994952,AC1,44.999955258531564,44.99633970278315,18.151815378262366,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4553.351861110663,178.65059961494313,44.996405158313834,44.99794593642667,244.0474382435225,-257,24,4551.885409279912,100.16486020994952,AC1,45.001502376800495,44.999200024909015,18.094834639880467,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4549.068527777329,178.65059961494313,44.996743176125904,44.99725679112918,243.9715032993691,-257,25,4547.185409279912,100.16486020994952,AC1,45.00135518706846,44.99769493728573,18.03800926360438,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4544.785194443995,178.65059961494313,44.99612909393576,44.99766252421563,243.89541014207717,-257,26,4542.485409279912,100.16486020994952,AC1,45.00064538196659,44.999059478295415,17.981339047668264,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4540.501861110662,178.65059961494313,44.99497892402415,44.996003028319436,243.8191589748455,-257,27,4537.7854092799125,100.16486020994952,AC1,45.001468109734816,45.000790790003606,17.924823786574393,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4536.218527777328,178.65059961494313,44.99609680056742,44.99484800970706,243.74275000727596,-257,28,4533.085409279913,100.16486020994952,AC1,45.00273831348556,44.99846696626687,17.868463274711853,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,700.0,10.0,RECOVERY,,4531.935194443994,178.65059961494313,44.99380146952347,44.99369719154427,243.66618345118454,-257,29,4528.385409279913,100.16486020994952,AC1,45.0030059933662,44.99875486803769,17.812257301894768,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,NONE,,700.0,10.0,NONE,,4527.65186111066,178.65059961494313,44.99312776621991,44.992293683087695,243.58945952548834,-257,30,4523.685409279913,100.16486020994952,AC1,45.00462895007384,44.997476367537296,17.75620565951261,-282,50000.0,100.0,NONE,
