alert_level,h_band_0_high,h_band_0_low,h_band_0_type,h_band_0_unit,h_band_1_high,h_band_1_low,h_band_1_type,h_band_1_unit,h_band_2_high,h_band_2_low,h_band_2_type,h_band_2_unit,hs_band_0_high,hs_band_0_low,hs_band_0_type,hs_band_0_unit,ownship_alt,ownship_gs,ownship_lat,ownship_lon,ownship_track,ownship_vs,time,traffic_alt,traffic_gs,traffic_id,traffic_lat,traffic_lon,traffic_track,traffic_vs,v_band_0_high,v_band_0_low,v_band_0_type,v_band_0_unit
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4656.151861110673,178.65059961494313,45.01587206539686,45.02492845830592,245.82196653976587,-257,0,4664.685409279908,100.16486020994952,AC1,45.001302723688624,45.003400359143846,19.50568869280855,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4651.868527777339,178.65059961494313,45.01524978264291,45.025306910799856,245.7499061044893,-257,1,4659.985409279908,100.16486020994952,AC1,45.00323711309172,45.00086869386674,19.445104958477135,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4647.5851944440055,178.65059961494313,45.01533078077283,45.024539109529016,245.67768409668105,-257,2,4655.285409279908,100.16486020994952,AC1,45.00219561854405,45.00381940609196,19.38468056551162,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4643.301861110672,178.65059961494313,45.01470836897407,45.025019306484495,245.60530061155578,-257,3,4650.585409279908,100.16486020994952,AC1,45.002891003210564,45.00564707367594,19.32441536008083,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4639.018527777338,178.65059961494313,45.01380682105989,45.02319078836595,245.53275574536622,-257,4,4645.885409279908,100.16486020994952,AC1,45.00248611189607,45.002948465343515,19.26430918722235,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4634.735194444004,178.65059961494313,45.01473833801823,45.01978801232146,245.46004960092995,-257,5,4641.1854092799085,100.16486020994952,AC1,45.00390535752716,45.00524864104538,19.204361889457015,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4630.4518611106705,178.65059961494313,45.01321444951009,45.021266641521876,245.3871822838565,-257,6,4636.485409279909,100.16486020994952,AC1,45.00403185364039,45.004016150899304,19.144573305557085,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4626.168527777337,178.65059961494313,45.013824650801354,45.02103224931566,245.31415390526456,-257,7,4631.785409279909,100.16486020994952,AC1,45.00517889398252,45.00769049344697,19.08494327419643,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4621.885194444003,178.65059961494313,45.01421106106036,45.01555651957302,245.24096458132976,-257,8,4627.085409279909,100.16486020994952,AC1,45.00479361149625,45.00788797485396,19.025471628911404,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4617.601861110669,178.65059961494313,45.01260251234902,45.017732766229706,245.16761443027337,-257,9,4622.385409279909,100.16486020994952,AC1,45.004634093302336,45.00562135725407,18.96615820451259,-282,50000.0,100.0,RECOVERY,
