alert_level,h_band_0_high,h_band_0_low,h_band_0_type,h_band_0_unit,h_band_1_high,h_band_1_low,h_band_1_type,h_band_1_unit,h_band_2_high,h_band_2_low,h_band_2_type,h_band_2_unit,hs_band_0_high,hs_band_0_low,hs_band_0_type,hs_band_0_unit,ownship_alt,ownship_gs,ownship_lat,ownship_lon,ownship_track,ownship_vs,time,traffic_alt,traffic_gs,traffic_id,traffic_lat,traffic_lon,traffic_track,traffic_vs,v_band_0_high,v_band_0_low,v_band_0_type,v_band_0_unit
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4656.151861110673,178.65059961494313,45.013822297866234,45.01981418507197,245.82196653976587,-257,0,4664.685409279908,100.16486020994952,AC1,44.9986273031721,44.99507937651552,19.50568869280855,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4651.868527777339,178.65059961494313,45.01073837316731,45.01967953434154,245.74989733257698,-257,1,4659.985409279908,100.16486020994952,AC1,44.9997497026641,44.996373600431625,19.445100745469862,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4647.5851944440055,178.65059961494313,45.01290970313633,45.020443685949026,245.67766651267857,-257,2,4655.285409279908,100.16486020994952,AC1,45.00156741699111,44.99464596271292,19.384672161034064,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4643.301861110672,178.65059961494313,45.01399982985394,45.01641641338499,245.60527417643573,-257,3,4650.585409279908,100.16486020994952,AC1,44.99989728691227,44.996423210900055,19.324402786506855,-282,50000.0,100.0,RECOVERY,
Warning,242.74989733257416,0.0,RECOVERY,,243.6052741764106,242.74989733257416,NEAR,,360.0,243.6052741764106,RECOVERY,,700.0,10.0,RECOVERY,,4639.018527777338,178.65059961494313,45.01018051609018,45.014587635947066,245.53272042042312,-257,4,4645.885409279908,100.16486020994952,AC1,44.99964386443964,44.99747525537238,19.264292466912874,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4634.735194444004,178.65059961494313,45.01259022027477,45.01796171492956,245.46000534642678,-257,5,4641.1854092799085,100.16486020994952,AC1,45.00184043965241,44.999618160003784,19.20434104313623,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4630.4518611106705,178.65059961494313,45.01083124698306,45.01525530953632,245.38712906221267,-257,6,4636.485409279909,100.16486020994952,AC1,45.00133884624887,44.998658755372524,19.144548356917834,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4626.168527777337,178.65059961494313,45.01071113292841,45.01254972218383,245.3140916774175,-257,7,4631.785409279909,100.16486020994952,AC1,45.00329201958644,44.99840183705651,19.084914244223604,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4621.885194444003,178.65059961494313,45.00959682134285,45.01239756527239,245.24089330809426,-257,8,4627.085409279909,100.16486020994952,AC1,45.00228166343967,44.99823072133923,19.025438539894434,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4617.601861110669,178.65059961494313,45.00850599517222,45.00920032714453,245.16753407370322,-257,9,4622.385409279909,100.16486020994952,AC1,45.00260773827072,44.99718997721196,18.96612107753291,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4613.3185277773355,178.65059961494313,45.010401075997954,45.01003223989074,245.0940140982232,-257,10,4617.685409279909,100.16486020994952,AC1,45.002716282642126,44.99897431878562,18.90696168713078,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4609.035194444002,178.65059961494313,45.01066474688874,45.00860004403114,245.0203335107989,-257,11,4612.98540927991,100.16486020994952,AC1,45.00409394791702,45.0005237878517,18.84796019794292,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4604.751861110668,178.65059961494313,45.0087877672828,45.007946016020405,244.94649244411931,-257,12,4608.28540927991,100.16486020994952,AC1,45.00427902754271,45.00075556970846,18.7891164346145,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4600.468527777334,178.65059961494313,45.00818153607171,45.007627409850436,244.87249103614016,-257,13,4603.58540927991,100.16486020994952,AC1,45.004639142683004,45.00026311708801,18.73043022241759,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4596.185194444,178.65059961494313,45.007651264578996,45.007707802942136,244.79832942833931,-257,14,4598.88540927991,100.16486020994952,AC1,45.00550354207189,44.99954921862622,18.671901382695257,-282,50000.0,100.0,RECOVERY,
