alert_level,h_band_0_high,h_band_0_low,h_band_0_type,h_band_0_unit,h_band_1_high,h_band_1_low,h_band_1_type,h_band_1_unit,h_band_2_high,h_band_2_low,h_band_2_type,h_band_2_unit,hs_band_0_high,hs_band_0_low,hs_band_0_type,hs_band_0_unit,hs_band_1_high,hs_band_1_low,hs_band_1_type,hs_band_1_unit,ownship_alt,ownship_gs,ownship_lat,ownship_lon,ownship_track,ownship_vs,time,traffic_alt,traffic_gs,traffic_id,traffic_lat,traffic_lon,traffic_track,traffic_vs,v_band_0_high,v_band_0_low,v_band_0_type,v_band_0_unit
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,,,,,4656.151861110673,178.65059961494313,45.00935152500181,45.035272665616226,245.82196653976587,-257,0,4664.685409279908,100.16486020994952,AC1,44.994006362210136,45.01457476999553,19.50568869280855,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,,,,,4651.868527777339,178.65059961494313,45.00907519586721,45.0368461382111,245.7498890973692,-257,1,4659.985409279908,100.16486020994952,AC1,44.99367903092114,45.015109378839306,19.44509012823501,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,,,,,4647.5851944440055,178.65059961494313,45.008430136605185,45.0351720193566,245.67765000865185,-257,2,4655.285409279908,100.16486020994952,AC1,44.99554322581309,45.01674297162756,19.38465098261437,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,,,,,4643.301861110672,178.65059961494313,45.0085153954405,45.03640741318913,245.6052493644632,-257,3,4650.585409279908,100.16486020994952,AC1,44.994324811410905,45.01445489033786,19.324371103144944,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,,,,,4639.018527777338,178.65059961494313,45.00923138195828,45.03431778551755,245.53268726449159,-257,4,4645.885409279908,100.16486020994952,AC1,44.9934474379584,45.0136379777292,19.264250332874838,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,,,,,4634.735194444004,178.65059961494313,45.006444037731896,45.0341563839067,245.45996381053325,-257,5,4641.1854092799085,100.16486020994952,AC1,44.99489683674835,45.01256302262905,19.2042885144808,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,,,,,4630.4518611106705,178.65059961494313,45.00586785261606,45.03010194988209,245.38707910886706,-257,6,4636.485409279909,100.16486020994952,AC1,44.99716183053353,45.01570532991499,19.14448548739555,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,,,,,4626.168527777337,178.65059961494313,45.007327390959354,45.03092910776923,245.31403327019564,-257,7,4631.785409279909,100.16486020994952,AC1,44.99663861950257,45.01475952135897,19.084841089371505,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,,,,,4621.885194444003,178.65059961494313,45.00557416045026,45.03020831356737,245.24082641092048,-257,8,4627.085409279909,100.16486020994952,AC1,44.996915429937815,45.01538972994612,19.025355156334818,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,,,,,4617.601861110669,178.65059961494313,45.0063816956747,45.02810823072359,245.16745865008625,-257,9,4622.385409279909,100.16486020994952,AC1,44.99801173960149,45.01646769187035,18.96602751861586,-282,50000.0,100.0,RECOVERY,
