alert_level,h_band_0_high,h_band_0_low,h_band_0_type,h_band_0_unit,h_band_1_high,h_band_1_low,h_band_1_type,h_band_1_unit,h_band_2_high,h_band_2_low,h_band_2_type,h_band_2_unit,hs_band_0_high,hs_band_0_low,hs_band_0_type,hs_band_0_unit,ownship_alt,ownship_gs,ownship_lat,ownship_lon,ownship_track,ownship_vs,time,traffic_alt,traffic_gs,traffic_id,traffic_lat,traffic_lon,traffic_track,traffic_vs,v_band_0_high,v_band_0_low,v_band_0_type,v_band_0_unit
Warning,65.82196653977154,0.0,RECOVERY,,257.82196653977155,65.82196653977154,NEAR,,360.0,257.82196653977155,RECOVERY,,700.0,10.0,RECOVERY,,4656.151861110673,178.65059961494313,45.0013807999919,45.02032012689617,245.82196653976587,-257,0,4664.685409279908,100.16486020994952,AC1,44.98525380454459,44.99536644898342,19.50568869280855,-282,50000.0,100.0,RECOVERY,
Warning,65.82196653977154,0.0,RECOVERY,,257.82196653977155,65.82196653977154,NEAR,,360.0,257.82196653977155,RECOVERY,,700.0,10.0,RECOVERY,,4651.868527777339,178.65059961494313,45.00077246798223,45.02018706083208,245.74987071020936,-257,1,4659.985409279908,100.16486020994952,AC1,44.98547672377578,44.994241374429926,19.445073384511026,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4647.5851944440055,178.65059961494313,44.999599848251876,45.016895102045346,245.6776131523829,-257,2,4655.285409279908,100.16486020994952,AC1,44.98797242440023,44.993723510334824,19.384617582984657,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4643.301861110672,178.65059961494313,45.00139224862909,45.01636270086644,245.60519395858176,-257,3,4650.585409279908,100.16486020994952,AC1,44.98567975844716,44.99257293985022,19.324321134271912,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4639.018527777338,178.65059961494313,45.00183870781589,45.01698272858366,245.53261322677574,-257,4,4645.885409279908,100.16486020994952,AC1,44.98819324286159,44.993352950258725,19.26418388254512,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4634.735194444004,178.65059961494313,45.0003084345669,45.01472206465952,245.45987105893505,-257,5,4641.1854092799085,100.16486020994952,AC1,44.98817267870441,44.995663655019285,19.204205670303647,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4630.4518611106705,178.65059961494313,44.99847349644357,45.01154681977702,245.3869675622296,-257,6,4636.485409279909,100.16486020994952,AC1,44.98739897945711,44.99471344398713,19.14438633700321,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4626.168527777337,178.65059961494313,45.000711470148424,45.01302059750495,245.3139028472832,-257,7,4631.785409279909,100.16486020994952,AC1,44.9876966615254,44.9977883447086,19.084725719307016,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4621.885194444003,178.65059961494313,44.99987827974261,45.01044120696391,245.2406770293473,-257,8,4627.085409279909,100.16486020994952,AC1,44.990127408627586,44.995960408359615,19.025223652581463,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4617.601861110669,178.65059961494313,44.99920297856334,45.00935976956599,245.16729022817245,-257,9,4622.385409279909,100.16486020994952,AC1,44.99040093849426,44.996247649332936,18.96587996923388,-282,50000.0,100.0,RECOVERY,
