alert_level,h_band_0_high,h_band_0_low,h_band_0_type,h_band_0_unit,h_band_1_high,h_band_1_low,h_band_1_type,h_band_1_unit,h_band_2_high,h_band_2_low,h_band_2_type,h_band_2_unit,hs_band_0_high,hs_band_0_low,hs_band_0_type,hs_band_0_unit,ownship_alt,ownship_gs,ownship_lat,ownship_lon,ownship_track,ownship_vs,time,traffic_alt,traffic_gs,traffic_id,traffic_lat,traffic_lon,traffic_track,traffic_vs,v_band_0_high,v_band_0_low,v_band_0_type,v_band_0_unit
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4656.151861110673,178.65059961494313,44.998568966894204,45.03535968640361,245.82196653976587,-257,0,4664.685409279908,100.16486020994952,AC1,44.98362170630666,45.00282217369229,19.50568869280855,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4651.868527777339,178.65059961494313,44.996883779636256,45.03246016784334,245.74986120353896,-257,1,4659.985409279908,100.16486020994952,AC1,44.98359118095408,45.002801590399585,19.445069130605887,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4647.5851944440055,178.65059961494313,44.9972013511536,45.03259379733465,245.67759409536689,-257,2,4655.285409279908,100.16486020994952,AC1,44.98473824911618,45.00354586875403,19.384609096337968,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4643.301861110672,178.65059961494313,44.99662636244155,45.030675934541755,245.6051653086687,-257,3,4650.585409279908,100.16486020994952,AC1,44.984819885434746,45.001941832606384,19.32430843756778,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4639.018527777338,178.65059961494313,44.99669948925745,45.02911253368044,245.5325749415868,-257,4,4645.885409279908,100.16486020994952,AC1,44.98621980889499,45.00244242078941,19.264166997669115,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4634.735194444004,178.65059961494313,44.99643214512867,45.03087106178133,245.4598230968071,-257,5,4641.1854092799085,100.16486020994952,AC1,44.98659608525647,45.00354032957184,19.204184620042557,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4630.4518611106705,178.65059961494313,44.99466435829159,45.02838737777025,245.3869098805028,-257,6,4636.485409279909,100.16486020994952,AC1,44.98568633204375,45.00368851200921,19.144361143546828,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4626.168527777337,178.65059961494313,44.995020943670156,45.02541365179854,245.31383540419898,-257,7,4631.785409279909,100.16486020994952,AC1,44.98554158097216,45.004064925313074,19.084696404504097,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4621.885194444003,178.65059961494313,44.99513047017723,45.02578209355256,245.24059978330143,-257,8,4627.085409279909,100.16486020994952,AC1,44.98771905016153,45.002535432728564,19.025190238725685,-282,50000.0,100.0,RECOVERY,
Warning,360.0,0.0,RECOVERY,,,,,,,,,,700.0,10.0,RECOVERY,,4617.601861110669,178.65059961494313,44.99697491840647,45.02395111266097,245.16720313746623,-257,9,4622.385409279909,100.16486020994952,AC1,44.99033839658578,45.00316548740727,18.965842478426975,-282,50000.0,100.0,RECOVERY,
